id, street, neighbourhood, zipcode, smart_location, is_location_exact, property_type, room_type, accommodates, bedrooms, beds, price
14332497,  Swords;; Dublin; Ireland, , ,  Swords;; Ireland, f, Apartment, Private room, 2, 1, 1, 42.00
14338569, North Strand; County Dublin; Ireland, East Wall, D03 PK28, North Strand; Ireland, t, House, Entire home/apt, 4, 2, 2, 200.00
14339083, Dublin; Dublin; Ireland, Clontarf, , Dublin; Ireland, f, House, Entire home/apt, 2, 1, 1, 90.00
14346718, Dublin; County Dublin; Ireland, Docklands, , Dublin; Ireland, f, Apartment, Entire home/apt, 10, 3, 6, 500.00
14348340, Dublin; County Dublin; Ireland, Ardilea, , Dublin; Ireland, t, Apartment, Entire home/apt, 4, 1, 1, 50.00
14351685, Dublin; County Dublin; Ireland, Kimmage, , Dublin; Ireland, t, House, Private room, 2, 1, 1, 39.00
14354424, Dublin; County Dublin; Ireland, City Centre, D1, Dublin; Ireland, f, Apartment, Private room, 1, 1, 1, 28.00
14357339, Dublin 8; County Dublin; Ireland, Old City, D08 PK22, Dublin 8; Ireland, f, Apartment, Private room, 4, 2, 3, 179.00
14357597, Dublin; Dublin; Ireland, Kimmage, , Dublin; Ireland, t, House, Entire home/apt, 3, 2, 2, 65.00
14363628, Lucan; County Dublin; Ireland, , , Lucan; Ireland, f, Townhouse, Private room, 2, 1, 1, 44.00
14364156, Dublin; Dublin; Ireland, "North City Central/OConnell Street", , Dublin; Ireland, f, Apartment, Entire home/apt, 2, 1, 1, 95.00
14367732, Dublin; County Dublin; Ireland, City Centre, Dublin 7, Dublin; Ireland, f, Condominium, Entire home/apt, 4, 1, 2, 89.00
14370506, Dublin; Dublin; Ireland, Docklands, , Dublin; Ireland, f, Condominium, Entire home/apt, 7, 2, 4, 156.00
14382050, Delahasey; Dublin; Ireland, , 0, Delahasey; Ireland, f, Farm stay, Entire home/apt, 2, 1, 1, 100.00
14382186, Dublin; Dublin; Ireland, Castleknock, 15, Dublin; Ireland, t, House, Private room, 2, 1, 1, 45.00
14383709, Dublin; Dublin; Ireland, Grafton Street/St. Stephens Green, , Dublin; Ireland, f, Apartment, Entire home/apt, 4, 2, 2, 180.00
14384909, Dublin 2; Dublin; Ireland, Portobello, D2, Dublin 2; Ireland, f, Apartment, Entire home/apt, 5, 2, 3, 160.00
14397631, Dublin 3; County Dublin; Ireland, Clontarf, D03 K6X7, Dublin 3; Ireland, t, House, Entire home/apt, 7, 4, 5, 300.00
14399333, Dublin; Dublin; Ireland, Phibsborough, , Dublin; Ireland, t, Apartment, Private room, 1, 1, 1, 35.00
14402413, Raheny; Dublin; Ireland, Raheny, , Raheny; Ireland, t, House, Private room, 3, 1, 2, 80.00
14402434, Dublin 8; Dublin; Ireland, Portobello, D08 HE9K, Dublin 8; Ireland, f, Cottage, Entire home/apt, 5, 2, 3, 130.00
14403105, Dublin; Dublin; Ireland, Stoneybatter/Arbour Hill, D7, Dublin; Ireland, t, Apartment, Entire home/apt, 4, 2, 2, 95.00
14414156, Ranelagh; County Dublin; Ireland, Donnybrook, D06 P2N3, Ranelagh; Ireland, t, House, Entire home/apt, 4, 4, 4, 350.00
14414826, Dublin 2; County Dublin; Ireland, Georgian Quarter, D02 XA30, Dublin 2; Ireland, t, Apartment, Private room, 2, 1, 1, 70.00
14422707, Dublin; County Dublin; Ireland, City Centre, D 1, Dublin; Ireland, f, Apartment, Private room, 3, 1, 2, 70.00
14424008, Dublin; Dublin; Ireland, Smithfield, , Dublin; Ireland, t, Apartment, Entire home/apt, 4, 2, 2, 180.00
14425563, Lucan; County Dublin; Ireland, , , Lucan; Ireland, f, House, Private room, 1, 1, 1, 22.00
14427396, Dublin; Dublin; Ireland, City Centre, , Dublin; Ireland, f, Apartment, Entire home/apt, 2, 1, 1, 100.00
14435456, Dublin; Dublin; Ireland, Old City, , Dublin; Ireland, f, Apartment, Private room, 2, 1, 1, 230.00
14438614, Dublin; Dublin; Ireland, Monkstown, , Dublin; Ireland, f, House, Entire home/apt, 4, 2, 2, 150.00
14438679, Ranelagh; Dublin; Ireland, Ranelagh and Rathmines, , Ranelagh; Ireland, t, Apartment, Entire home/apt, 2, 0, 1, 75.00
14456252, Dublin; Dublin; Ireland, Docklands, , Dublin; Ireland, f, Apartment, Entire home/apt, 8, 3, 4, 380.00
14459442, Dublin; Dublin; Ireland, City Centre, , Dublin; Ireland, t, Apartment, Entire home/apt, 3, 2, 2, 120.00
14459795, Dublin; Dublin; Ireland, "North City Central/OConnell Street", , Dublin; Ireland, t, Apartment, Entire home/apt, 4, 2, 2, 140.00
14460182, Dublin; Dublin; Ireland, City Centre, , Dublin; Ireland, t, Apartment, Entire home/apt, 4, 2, 2, 160.00
14461924, Dublin; Dublin; Ireland, Smithfield, D7, Dublin; Ireland, t, Apartment, Entire home/apt, 2, 1, 2, 900.00
14462573, Dublin; Dublin; Ireland, Phibsborough, , Dublin; Ireland, f, Apartment, Entire home/apt, 4, 2, 2, 89.00
14466747, Dublin; Dublin; Ireland, East Wall, , Dublin; Ireland, t, House, Entire home/apt, 4, 2, 2, 152.00
14467409, Swords; Dublin; Ireland, , , Swords; Ireland, t, House, Private room, 2, 1, 1, 45.00
14480862, Sandyford; Dublin; Ireland, Dundrum, , Sandyford; Ireland, f, Condominium, Entire home/apt, 2, 1, 1, 95.00
14485921, Dublin; Leinster; Ireland, Old City, Dublin 8, Dublin; Ireland, f, Loft, Entire home/apt, 6, 3, 3, 160.00
14492880, Blanchardstown; Dublin; Ireland, , , Blanchardstown; Ireland, t, Apartment, Private room, 2, 1, 1, 22.00
14493319, Sandymount; Dublin; Ireland, Sandymount, Dublin 4, Sandymount; Ireland, t, House, Entire home/apt, 7, 4, 6, 175.00
14493361, Dublin; Dublin; Ireland, Docklands, 4, Dublin; Ireland, f, Apartment, Private room, 2, 1, 1, 130.00
14494829, Dublin; Dublin; Ireland, Old City, , Dublin; Ireland, t, Apartment, Entire home/apt, 4, 2, 2, 109.00
14495342, Dublin; County Dublin; Ireland, Edenmore, 13, Dublin; Ireland, t, Apartment, Private room, 2, 1, 1, 40.00
14498349, Dublin; Dublin; Ireland, Terenure, , Dublin; Ireland, t, House, Private room, 2, 1, 1, 85.00
14498434, Dublin; Dublin; Ireland, Clondalkin, , Dublin; Ireland, f, Apartment, Private room, 2, 1, 1, 120.00
14498536, Dublin; Dublin; Ireland, City Centre, , Dublin; Ireland, f, Apartment, Entire home/apt, 2, 1, 1, 93.00
14501755, Dublin; Dublin; Ireland, Ballybough, , Dublin; Ireland, t, House, Private room, 1, 1, 1, 35.00
14502588, Lucan; Dublin; Ireland, , , Lucan; Ireland, t, House, Private room, 1, 1, 1, 23.00
14510597, Howth; Dublin; Ireland, , , Howth; Ireland, t, Apartment, Entire home/apt, 4, 2, 2, 99.00
14521517, Dublin; Dublin; Ireland, Phibsborough, , Dublin; Ireland, t, Apartment, Entire home/apt, 2, 0, 1, 50.00
14526757, Dublin; Dublin; Ireland, Ballsbridge, , Dublin; Ireland, f, Apartment, Entire home/apt, 4, 2, 2, 160.00
14528059, Clonskeagh; Dublin; Ireland, Donnybrook, 14, Clonskeagh; Ireland, f, House, Private room, 11, 1, 9, 55.00
14528789, Dublin; Dublin; Ireland, Inchicore, , Dublin; Ireland, f, Apartment, Private room, 2, 1, 1, 49.00
14529004, Dublin; Dublin; Ireland, Trinity College, , Dublin; Ireland, t, Apartment, Entire home/apt, 4, 2, 2, 200.00
14530348, Dublin; Dublin; Ireland, Old City, , Dublin; Ireland, f, Apartment, Entire home/apt, 4, 1, 2, 129.00
14530358, Dublin; Dublin; Ireland, Blackrock, , Dublin; Ireland, f, House, Entire home/apt, 5, 3, 3, 120.00
14530945, Dublin; Dublin; Ireland, City Centre, 1, Dublin; Ireland, f, House, Entire home/apt, 5, 3, 3, 160.00
14534460, Dublin; Dublin; Ireland, Trinity College, , Dublin; Ireland, t, Apartment, Private room, 2, 1, 1, 60.00
14534791, Dublin; Dublin; Ireland, Inchicore, , Dublin; Ireland, f, House, Private room, 2, 1, 1, 75.00
14537050, Swords; Dublin; Ireland, , Dublin, Swords; Ireland, t, House, Private room, 1, 1, 1, 40.00
14541202, Sandyford; Dublin; Ireland, Dundrum, 18, Sandyford; Ireland, f, Apartment, Private room, 2, 1, 1, 42.00
14541302, Ranelagh; Dublin; Ireland, Ranelagh and Rathmines, , Ranelagh; Ireland, t, House, Private room, 4, 2, 2, 70.00
14541318, Dublin; Dublin; Ireland, Stoneybatter/Arbour Hill, , Dublin; Ireland, t, Cabin, Entire home/apt, 4, 1, 2, 88.00
14544503, Dublin; Dublin; Ireland, The Liberties, , Dublin; Ireland, t, Apartment, Entire home/apt, 4, 2, 2, 150.00
14548962, Ballsbridge; Dublin; Ireland, Ballsbridge, , Ballsbridge; Ireland, t, House, Entire home/apt, 2, 1, 1, 110.00
14551512, Dublin; Dublin; Ireland, Ballsbridge, , Dublin; Ireland, f, Apartment, Private room, 2, 1, 1, 65.00
14551890, Dublin; Dublin; Ireland, Old City, , Dublin; Ireland, t, Apartment, Entire home/apt, 5, 2, 4, 85.00
14554194, Ballsbridge; Dublin; Ireland, Ballsbridge, , Ballsbridge; Ireland, t, Apartment, Entire home/apt, 2, 1, 1, 146.00
14561036, Killiney; County Dublin; Ireland, , Eircode A96 E9K5, Killiney; Ireland, f, House, Private room, 3, 1, 1, 100.00
14567653, Dublin; Dublin; Ireland, The Liberties, Dublin 8, Dublin; Ireland, f, House, Entire home/apt, 10, 5, 5, 156.00
14571284, Ballsbridge; Dublin; Ireland, City Centre, , Ballsbridge; Ireland, f, Apartment, Private room, 2, 1, 1, 120.00
14571360, Dublin; County Dublin; Ireland, Phoenix Park and Surrounds, , Dublin; Ireland, f, Apartment, Private room, 2, 1, 1, 45.00
14580982, Dublin; County Dublin; Ireland, City Centre, , Dublin; Ireland, t, House, Private room, 2, 1, 1, 38.00
14585984, Dublin; Dublin; Ireland, Old City, , Dublin; Ireland, f, Apartment, Private room, 2, 1, 1, 885.00
14588096, Dublin; County Dublin; Ireland, Portobello, , Dublin; Ireland, t, Apartment, Entire home/apt, 2, 1, 1, 140.00
14589109, Dublin; County Dublin; Ireland, "North City Central/OConnell Street", 1, Dublin; Ireland, f, Apartment, Entire home/apt, 2, 1, 1, 130.00
14591538, Dublin; County Dublin; Ireland, Trinity College, , Dublin; Ireland, t, Apartment, Entire home/apt, 2, 1, 1, 99.00
14594200, Dublin; County Dublin; Ireland, Trinity College, D2, Dublin; Ireland, f, Apartment, Entire home/apt, 2, 1, 1, 110.00
14597392, Dublin; County Dublin; Ireland, North Strand, /, Dublin; Ireland, f, House, Private room, 2, 1, 1, 50.00
14601729, Dublin; County Dublin; Ireland, Kilmainham, , Dublin; Ireland, t, Apartment, Private room, 2, 1, 1, 50.00
